hřeben,comb [kəʊm]
ubytovna,dormitory [ˈdɔː.mɪ.tər.i]
bagrování,dredging [dredʒ]
emigrovat,emigrate [ˈem.ɪ.ɡreɪt]
lákavé,enticing [ɪnˈtaɪ.sɪŋ]
eradikace,eradication [ɪˌræd.ɪˈkeɪ.ʃən]
etnicky,ethnically [ˈeθ.nɪ.kəl.i]
řasa,eyelash [ˈaɪ.læʃ]
kočkovitý,feline [ˈfiː.laɪn]
ženskost,femininity [ˌfem.əˈnɪn.ə.ti]
nestálý,fickle [ˈfɪk.əl]
figurativní,figurative [ˈfɪɡ.ər.ə.tɪv]
noha,footwork [ˈfʊt.wɜːk]
Friughted,fraught [frɔːt]
svěžest,freshness [ˈfreʃ.nəs]
zápas,grapple [ˈɡræp.əl]
zasténání,groan [ɡrəʊn]
GRUB,grub [ɡrʌb]
leták,handout [ˈhænd.aʊt]
Hangout,hangout [ˈhæŋ.aʊt]
vztyčit,hoist [hɔɪst]
zlost,huff [hʌf]
skýva,hunk [hʌŋk]
přírůstek,increment [ˈɪŋ.krə.mənt]
industrializovat,industrialize [ɪnˈdʌs.tri.ə.laɪz]
inhalace,inhalation [ˌɪn.həˈleɪ.ʃən]
opojení,intoxication [ɪnˌtɒk.sɪˈkeɪ.ʃən]
prostřednost,mediocrity [ˌmiː.diˈɒk.rə.ti]
příkop,moat [məʊt]
náustek,mouthpiece [ˈmaʊθ.piːs]
Muck,muck [mʌk]
kalný,murky [ˈmɜː.ki]
Nab,nab [næb]
Novorozenec,neonatal [ˌniː.əʊˈneɪ.təl]
neutralizovat,neutralize [ˈnjuː.trə.laɪz]
omen,omen [ˈəʊ.mən]
Ora,ora [ɒs]
orálně,orally [ˈɔː.rə.li]
zarostlý,overgrown [ˌəʊ.vəˈɡrəʊn]
lék proti bolesti,painkiller [ˈpeɪnˌkɪl.ər]
paleta,pallet [ˈpæl.ɪt]
patriarchát,patriarchy [ˈpeɪ.tri.ɑː.ki]
pedagogika,pedagogy [ˈped.ə.ɡɒdʒ.i]
perm,perm [pɜːm]
filantrop,philanthropist [fɪˈlæn.θrə.pɪst]
Pinto,pinto [ˈpɪn.təʊ]
prediktor,predictor [prɪˈdɪk.tər]
vyznávat,profess [prəˈfes]
čtenářství,readership [ˈriː.də.ʃɪp]
znovu potvrdit,reaffirm [ˌriː.əˈfɜːm]
Vzdejte se,relinquish [rɪˈlɪŋ.kwɪʃ]
rezolutní,resolute [ˈrez.ə.luːt]
udržení,retainer [rɪˈteɪ.nər]
významný,salient [ˈseɪ.li.ənt]
schéma,schematic [skiːˈmæt.ɪk]
bez skóre,scoreless [ˈskɔː.ləs]
sazenice,seedling [ˈsiːd.lɪŋ]
cítící,sentient [ˈsen.ti.ənt]
separatista,separatist [ˈsep.ər.ə.tɪst]
séra,sera [ˈsɪə.rə]
úryvek,snippet [ˈsnɪp.ɪt]
Mluvčí,spokeswoman [ˈspəʊksˌwʊm.ən]
neposkvrněný,spotless [ˈspɒt.ləs]
zásoba,stockpile [ˈstɒk.paɪl]
namáhavé,strenuous [ˈstren.ju.əs]
nápadně,strikingly [ˈstraɪ.kɪŋ.li]
příplatek,surcharge [ˈsɜː.tʃɑːdʒ]
Tarot,tarot [ˈtær.əʊ]
teolog,theologian [ˌθiː.əˈləʊ.dʒən]
pulzovat,throb [θrɒb]
wolfram,tungsten [ˈtʌŋ.stən]
jednostranně,unilaterally [ˌjuː.nɪˈlæt.ər.əl.i]
neúmyslné,unintentional [ˌʌn.ɪnˈten.ʃən.əl]
nevyslovitelné,unspeakable [ʌnˈspiː.kə.bəl]
předčasné,untimely [ʌnˈtaɪm.li]
Kdokoli,whomever [huːˈmev.ər]
úžasný,wondrous [ˈwʌn.drəs]
tkanina,woof [wʊf]
Fungable,workable [ˈwɜː.kə.bəl]
vráska,wrinkle [ˈrɪŋ.kəl]
JAK,yak [jæk]
hojně,abundantly [əˈbʌn.dənt.li]
adorace,adoration [ˌæd.əˈreɪ.ʃən]
laskavě,affectionately [əˈfek.ʃən.ət.li]
utrpení,affliction [əˈflɪk.ʃən]
zmiňovat,allude [əˈluːd]
selhat,backfire [ˌbækˈfaɪər]
knihkupectví,bookshop [ˈbʊk.ʃɒp]
altánek,bower [ˈbaʊər]
družička,bridesmaid [ˈbraɪdz.meɪd]
donutit,coerce [kəʊˈɜːs]
spiklenec,conspirator [kənˈspɪr.ə.tər]
Konspiruje,conspire [kənˈspaɪər]
antikoncepce,contraceptive [ˌkɒn.trəˈsep.tɪv]
konverzační,conversational [ˌkɒn.vəˈseɪ.ʃən.əl]
korozívní,corrosive [kəˈrəʊ.sɪv]
kontrapunkt,counterpoint [ˈkaʊn.tə.pɔɪnt]
zbabělost,cowardice [ˈkaʊ.ə.dɪs]
vykolejit,derail [ˌdiːˈreɪl]
kopr,dill [dɪl]
přestat,discontinue [ˌdɪs.kənˈtɪn.juː]
výdej,dispense [dɪˈspens]
diskvalifikace,disqualification [dɪˌskwɒl.ɪ.fɪˈkeɪ.ʃən]
závrať,dizziness [ˈdɪz.i.nəs]
tajemný,enigmatic [ˌen.ɪɡˈmæt.ɪk]
Předpokládat,envisage [ɪnˈvɪz.ɪdʒ]
vážený pan,esquire [ɪˈskwaɪər]
eticky,ethically [ˈeθ.ɪ.kəl.i]
Vydechněte,exhale [eksˈheɪl]
štěpení,fission [ˈfɪʃ.ən]
závan,flurry [ˈflʌr.i]
folio,folio [ˈfəʊ.li.əʊ]
jednouchý,frugal [ˈfruː.ɡəl]
habaděj,galore [ɡəˈlɔːr]
báječný,groovy [ˈɡruː.vi]
rokle,gully [ˈɡʌl.i]
házená,handball [ˈhænd.bɔːl]
únos,hijack [ˈhaɪ.dʒæk]
turista,hiker [ˈhaɪ.kər]
požití,ingest [ɪnˈdʒest]
pec,kiln [kɪln]
statkář,landowner [ˈlændˌəʊ.nər]
šeřík,lilac [ˈlaɪ.lək]
Limelight,limelight [ˈlaɪm.laɪt]
makaróny,macaroni [ˌmæk.ərˈəʊ.ni]
mangan,manganese [ˈmæŋ.ɡə.niːz]
Mantis,mantis [ˈmæn.tɪs]
letní slunovrat,midsummer [ˌmɪdˈsʌm.ər]
závažný,momentous [məˈmen.təs]
setmění,nightfall [ˈnaɪt.fɔːl]
notář,notary [ˈnəʊ.tər.i]
pozorovatelné,observable [əbˈzɜː.və.bəl]
Outfield,outfield [ˈaʊt.fiːld]
Paddock,paddock [ˈpæd.ək]
Pang,pang [pæŋ]
participary,participatory [pɑːˌtɪ.sɪˈpeɪ.tər.i]
pneumatický,pneumatic [njuːˈmæt.ɪk]
Poidony,pointy [ˈpɔɪn.ti]
ovesná kaše,porridge [ˈpɒr.ɪdʒ]
mopslík,pug [pʌɡ]
brk,quill [kwɪl]
Rekonstrukce,refurbishment [ˌriːˈfɜː.bɪʃ.mənt]
proslulost,renown [rɪˈnaʊn]
přeplánovat,reschedule [ˌriːˈʃedʒ.uːl]
Líbí se,revel [ˈrev.əl]
Přepracování,rework [ˌriːˈwɜːk]
veslař,rower [ˈrəʊ.ər]
říje,rut [rʌt]
Salaam,salaam [səˈlɑːm]
obětní beránek,scapegoat [ˈskeɪp.ɡəʊt]
pištění,screech [skriːtʃ]
vylučování,secretion [sɪˈkriː.ʃən]
kolébat se,shamble [ˈʃæm.bəl]
vrak,shipwreck [ˈʃɪp.rek]
chytrý,shrewd [ʃruːd]
pájka,solder [ˈsəʊl.dər]
živec,spar [spɑːr]
Spire,spire [spaɪər]
chrlí,spout [spaʊt]
puch,stench [stentʃ]
živobytí,subsistence [səbˈsɪs.təns]
podzemní,subterranean [ˌsʌb.tərˈeɪ.ni.ən]
sully,sully [ˈsʌl.i]
nadlidský,superhuman [ˌsuː.pəˈhjuː.mən]
synchronizace,synchronization [ˌsɪŋ.krə.naɪˈzeɪ.ʃən]
houževnatost,tenacity [təˈnæs.ə.ti]
tolerovatelné,tolerable [ˈtɒl.ər.ə.bəl]
přestupek,trespass [ˈtres.pəs]
smoking,tuxedo [tʌkˈsiː.dəʊ]
podceňovat,understate [ˌʌn.dəˈsteɪt]
nevyvinutý,undeveloped [ˌʌn.dɪˈvel.əpt]
nevědomky,unknowingly [ʌnˈnəʊ.ɪŋ.li]
odpojit,unplug [ʌnˈplʌɡ]
nedotknutelný,untouchable [ʌnˈtʌtʃ.ə.bəl]
neopodstatněný,unwarranted [ʌnˈwɒr.ən.tɪd]
vibrátor,vibrator [vaɪˈbreɪ.tər]
kvílení,wail [weɪl]
metla,whisk [wɪsk]
účetnictví,accountancy [əˈkaʊn.tən.si]
skutečnost,actuality [ˌæk.tʃuˈæl.ə.ti]
alibi,alibi [ˈæl.ɪ.baɪ]
pomazaný,anoint [əˈnɔɪnt]
rafinovaný,astute [əˈstʃuːt]
dosažitelný,attainable [əˈteɪ.nə.bəl]
BAC,bac [bæk]
balerína,ballerina [ˌbæl.əˈriː.nə]
binokulární,binocular [bɪˈnɒk.jə.lər]
Brazen,brazen [ˈbreɪ.zən]
burleska,burlesque [bɜːˈlesk]
Caster,caster [ˈkɑː.stər]
příčinná souvislost,causation [kɔːˈzeɪ.ʃən]
vrchol,centerpiece [ˈsen.tə.piːs]
chameleón,chameleon [kəˈmiː.li.ən]
Checker,checker [ˈtʃek.ər]
spona,clasp [klɑːsp]
nutkání,compulsion [kəmˈpʌl.ʃən]
kónicky,conical [ˈkɒn.ɪ.kəl]
vykouzlit,conjure [ˈkʌn.dʒər]
přesvědčivě,convincingly [kənˈvɪn.sɪŋ.li]
hojný,copious [ˈkəʊ.pi.əs]
srdečný,cordial [ˈkɔː.di.əl]
upejpavý,coy [kɔɪ]
řemeslné zpracování,craftsmanship [ˈkrɑːfts.mən.ʃɪp]
šílenství,craziness [ˈkreɪ.zi.nəs]
kreativně,creatively [kriˈeɪ.tɪv.li]
krypta,crypt [krɪpt]
Custodial,custodial [kʌsˈtəʊ.di.əl]
opuštěný,derelict [ˈder.ə.lɪkt]
hodnostář,dignitary [ˈdɪɡ.nɪ.tər.i]
rozptýlit,dispel [dɪˈspel]
disident,dissident [ˈdɪs.ɪ.dənt]
kapička,droplet [ˈdrɒp.lət]
EDICT,edict [ˈiː.dɪkt]
Zámažující,egregious [ɪˈɡriː.dʒəs]
pružnost,elasticity [ˌi.læsˈtɪs.ə.ti]
Vyvoláte,elicit [iˈlɪs.ɪt]
evangelista,evangelist [ɪˈvæn.dʒə.lɪst]
mimozemšťan,extraterrestrial [ˌek.strə.təˈres.tri.əl]
zloduch,fiend [fiːnd]
rodící se,fledgling [ˈfledʒ.lɪŋ]
křehký,flimsy [ˈflɪm.zi]
FOB,fob [fɒb]
gambit,gambit [ˈɡæm.bɪt]
záblesk,gleam [ɡliːm]
mřížka,grille [ɡrɪl]
naivní,gullible [ˈɡʌl.ə.bəl]
Haw,haw [hɔː]
krb,hearth [hɑːθ]
pohan,heathen [ˈhiː.ðən]
krvácení,hemorrhage [ˈhem.ər.ɪdʒ]
dále,hereafter [ˌhɪəˈrɑːf.tər]
hromadění,hoarding [ˈhɔː.dɪŋ]
horoskop,horoscope [ˈhɒr.ə.skəʊp]
idealismus,idealism [aɪˈdɪə.lɪ.zəm]
improvizace,improvisation [ˌɪm.prə.vaɪˈzeɪ.ʃən]
roztrousit,intersperse [ˌɪn.təˈspɜːs]
ohrozit,jeopardize [ˈdʒep.ə.daɪz]
trhané,jerky [ˈdʒɜː.ki]
Jig,jig [dʒɪɡ]
lexikon,lexicon [ˈlek.sɪ.kən]
livrej,livery [ˈlɪv.ər.i]
nakladač,loader [ˈləʊdər]
kopretina,marguerite [ˌmɑː.ɡəˈriːt]
medailon,medallion [məˈdæl.jən]
metaforický,metaphorical [ˌmet.əˈfɒr.ɪ.kəl]
neshoda,mismatch [ˌmɪsˈmætʃ]
klášterní,monastic [məˈnæs.tɪk]
mot,mot [ˌem.əʊˈtiː]
sekat,mow [məʊ]
sekačka,mower [ˈməʊ.ər]
mnohostranný,multilateral [ˌmʌl.tiˈlæt.ər.əl]
mutovat,mutate [mjuːˈteɪt]
jmenovec,namesake [ˈneɪm.seɪk]
nominálně,nominally [ˈnɒm.ɪ.nəl.i]
normativní,normative [ˈnɔː.mə.tɪv]
objektivnost,objectivity [ˌɒb.dʒekˈtɪv.ə.ti]
ogre,ogre [ˈəʊ.ɡər]
přehřát,overheat [ˌəʊ.vəˈhiːt]
paliativní,palliative [ˈpæl.i.ə.tɪv]
podobenství,parable [ˈpær.ə.bəl]
zábava,pastime [ˈpɑːs.taɪm]
slátanina,patchwork [ˈpætʃ.wɜːk]
otravný,pesky [ˈpes.ki]
Planter,planter [ˈplɑːn.tər]
plenární,plenary [ˈpliː.nər.i]
kořist,plunder [ˈplʌn.dər]
listonoš,postman [ˈpəʊst.mən]
pseudonym,pseudonym [ˈsjuː.də.nɪm]
očistec,purgatory [ˈpɜː.ɡə.tər.i]
rozumnost,rationality [ˌræʃ.ənˈæl.ə.ti]
pokárání,rebuke [rɪˈbjuːk]
vyvrácení,rebuttal [rɪˈbʌt.əl]
Chlazení,refrigerate [rɪˈfrɪdʒ.ər.eɪt]
odveta,retaliate [rɪˈtæl.i.eɪt]
havran,rook [rʊk]
probudit,rouse [raʊz]
vzorkovač,sampler [ˈsɑːm.plər]
lešení,scaffold [ˈskæf.əʊld]
Skant,scant [skænt]
školačka,schoolgirl [ˈskuːl.ɡɜːl]
hladce,seamlessly [ˈsiːm.ləs.li]
sedimentární,sedimentary [ˌsed.ɪˈmen.tər.i]
zdání,semblance [ˈsem.bləns]
šejk,sheik [ʃik]
skunk,skunk [skʌŋk]
lenochod,sloth [slɒθ]
zpomalení,slowdown [ˈsləʊ.daʊn]
pašerák,smuggler [ˈsmʌɡ.lər]
Snitch,snitch [snɪtʃ]
pohodlný,snug [snʌɡ]
slunovrat,solstice [ˈsɒl.stɪs]
řídce,sparsely [ˈspɑːs.li]
vřeteno,spindle [ˈspɪn.dəl]
spoof,spoof [spuːf]
sportovní,sporty [ˈspɔː.ti]
sterilizace,sterilization [ˌster.ɪ.laɪˈzeɪ.ʃən]
akcionář,stockholder [ˈstɒkˌhəʊl.dər]
Stutting,stuttering [ˈstʌt.ər.ɪŋ]
dále dělit,subdivide [ˌsʌb.dɪˈvaɪd]
odčítat,subtract [səbˈtrækt]
citlivost,susceptibility [səˌsep.təˈbɪl.ə.ti]
syfilis,syphilis [ˈsɪf.əl.ɪs]
taktilní,tactile [ˈtæk.taɪl]
termostat,thermostat [ˈθɜː.mə.stæt]
brnění,tingling [ˈtɪŋ.ɡəl.ɪŋ]
přečin,tort [ˈtɔːt]
překročit,transcend [trænˈsend]
chomáč,tuft [tʌft]
podříznout,undercut [ˌʌn.dəˈkʌt]
zdůraznit,underline [ˌʌn.dəˈlaɪn]
nepřátelský,unfriendly [ʌnˈfrend.li]
neproduktivní,unproductive [ˌʌn.prəˈdʌk.tɪv]
Vial,vial [vaɪl]
houslista,violinist [ˌvaɪəˈlɪn.ɪst]
odkud,whence [wens]
náladový,whimsical [ˈwɪm.zɪ.kəl]
akordeon,accordion [əˈkɔː.di.ən]
Aeronautical,aeronautical [ˌeə.rəˈnɔː.tɪ.kəl]
výživné,alimony [ˈæl.ɪ.mə.ni]
Angelica,angelica [ænˈdʒel.ɪ.kə]
antropologické,anthropological [ˌæn.θrə.pəˈlɒdʒ.ɪ.kəl]
úzkostlivě,anxiously [ˈæŋk.ʃəs.li]
obava,apprehension [ˌæp.rɪˈhen.ʃən]
artikulace,articulation [ɑːˌtɪk.jəˈleɪ.ʃən]
útočník,assailant [əˈseɪ.lənt]
smíření,atonement [əˈtəʊn.mənt]
příznivý,auspicious [ɔːˈspɪʃ.əs]
barikáda,barricade [ˈbær.ɪˌkeɪd]
neopodstatněný,baseless [ˈbeɪs.ləs]
životopisec,biographer [baɪˈɒɡ.rə.fər]
chlapectví,boyhood [ˈbɔɪ.hʊd]
plechovka,canister [ˈkæn.ɪ.stər]
chronicky,chronically [ˈkrɒn.ɪ.kəl.i]
soudržnost,coherence [kəʊˈhɪə.rəns]
stěžovatel,complainant [kəmˈpleɪ.nənt]
složení,compounding [kəmˈpaʊnd]
konotace,connotation [ˌkɒn.əˈteɪ.ʃən]
souhláska,consonant [ˈkɒn.sə.nənt]
ukřižování,crucifixion [kruː.səˈfɪk.ʃən]
kurzor,cursor [ˈkɜː.sər]
membrána,diaphragm [ˈdaɪ.ə.fræm]
dichotomie,dichotomy [daɪˈkɒt.ə.mi]
zdrobnělina,diminutive [dɪˈmɪn.jə.tɪv]
lékárna,dispensary [dɪˈspen.sər.i]
nepochybně,doubtless [ˈdaʊt.ləs]
zmenšovat se,dwindle [ˈdwɪn.dəl]
ozdobit,embellish [ɪmˈbel.ɪʃ]
důrazný,emphatic [emˈfæt.ɪk]
zápis,enrolment [ɪnˈrəʊl.mənt]
výkřik,exclamation [ˌeks.kləˈmeɪ.ʃən]
kat,executioner [ˌek.sɪˈkjuː.ʃən.ər]
dálnice,expressway [ɪkˈspres.weɪ]
vlákno,filament [ˈfɪl.ə.mənt]
vlámský,flemish [ˈflem.ɪʃ]
foyer,foyer [ˈfɔɪ.eɪ]
freska,fresco [ˈfres.kəʊ]
fregata,frigate [ˈfrɪɡ.ət]
trup,fuselage [ˈfjuː.zəl.ɑːʒ]
chůze,gait [ɡeɪt]
genitálie,genitalia [dʒen.ɪˈteɪ.li.ə]
kluzák,glider [ˈɡlaɪ.dər]
chodec,goer [ˈɡəʊ.ər]
vážně,gravely [ˈɡreɪv.li]
volavka,heron [ˈher.ən]
rozkvět,heyday [ˈheɪ.deɪ]
hospitalizace,hospitalization [hɒs.pɪ.təl.aɪˈzeɪ.ʃən]
nelogický,illogical [ɪˈlɒdʒ.ɪ.kəl]
předat,impart [ɪmˈpɑːt]
zneschopnit,incapacitate [ˌɪn.kəˈpæs.ɪ.teɪt]
nesouvislý,incoherent [ˌɪn.kəʊˈhɪə.rənt]
mezihra,interlude [ˈɪn.tə.luːd]
ozáření,irradiation [iˌreɪ.diˈeɪ.ʃən]
dráždivý,irritable [ˈɪr.ɪ.tə.bəl]
laminát,laminate [ˈlæm.ɪ.nət]
Leviatan,leviathan [ləˈvaɪə.θən]
Lis,lis [ˌflɜː.dəˈliːs]
osamělý,lonesome [ˈləʊn.səm]
tahat se,lug [lʌɡ]
vlažný,lukewarm [ˌluːkˈwɔːm]
bederní,lumbar [ˈlʌm.bər]
Označení,markup [ˈmɑːk.ʌp]
špatné řízení,mismanagement [ˌmɪsˈmæn.ɪdʒ.mənt]
strakatý,motley [ˈmɒt.li]
ústa,mouthed [-maʊðd]
Mussel,mussel [ˈmʌs.əl]
nit,nit [nɪt]
bránit,obstruct [əbˈstrʌkt]
ortopedický,orthopedic [ˌɔːr.θəˈpiː.dɪk]
vyvrženec,outcast [ˈaʊt.kɑːst]
Pane,pane [peɪn]
předposlední,penultimate [pəˈnʌl.tɪ.mət]
máta peprná,peppermint [ˈpep.ə.mɪnt]
zbožnost,piety [ˈpaɪ.ə.ti]
příjemný,pleasurable [ˈpleʒ.ər.ə.bəl]
pluh,plough [plaʊ]
prefekt,prefect [ˈpriː.fekt]
propagovat,propagate [ˈprɒp.ə.ɡeɪt]
Předefinovat,redefine [ˌriː.dɪˈfaɪn]
prominout,remit [rɪˈmɪt]
obnovení,resumption [rɪˈzʌmp.ʃən]
retrográdní,retrograde [ˈret.rə.ɡreɪd]
Sjednocení,reunification [ˌriː.juː.nɪ.fɪˈkeɪ.ʃən]
romanticky,romantically [rəʊˈmæn.tɪ.kəl.i]
rutic,rout [raʊt]
Salmonella,salmonella [ˌsæl.məˈnel.ə]
Savoy,savoy [səˌvɔɪ ˈkæb.ɪdʒ]
strašák,scarecrow [ˈskeə.krəʊ]
standardizace,standardization [ˌstæn.də.daɪˈzeɪ.ʃən]
sláva,stardom [ˈstɑː.dəm]
Zapařené,steamy [ˈstiː.mi]
zátka,stopper [ˈstɒp.ər]
princip,tenet [ˈten.ɪt]
blesk,thunderbolt [ˈθʌn.də.bəʊlt]
přepínat,toggle [ˈtɒɡ.əl]
tónový,tonal [ˈtəʊ.nəl]
totem,totem [ˈtəʊ.təm]
vřed,ulcer [ˈʌl.sər]
nezákonně,unlawfully [ʌnˈlɔː.fəl.i]
Odpočiňte si,unwind [ʌnˈwaɪnd]
Nestřídnutí,unwise [ʌnˈwaɪz]
bdělý,watchful [ˈwɒtʃ.fəl]
nevyzpytatelný,wayward [ˈweɪ.wəd]
zpracování,workmanship [ˈwɜːk.mən.ʃɪp]
střízlík,wren [ren]
jho,yoke [jəʊk]
žalud,acorn [ˈeɪ.kɔːn]
Ail,ail [eɪl]
nahoře,aloft [əˈlɒft]
sloučení,amalgamation [əˌmæl.ɡəˈmeɪ.ʃən]
antilopa,antelope [ˈæn.tɪ.ləʊp]
bazilika,basilica [bəˈsɪl.ɪ.kə]
Bedeset,beset [bɪˈset]
jeskyně,cavern [ˈkæv.ən]
Channeling,channeling [ˈtʃæn.əl]
rytířství,chivalry [ˈʃɪv.əl.ri]
kokon,cocoon [kəˈkuːn]
přiznání,confessing [kənˈfes]
víra,credence [ˈkriː.dəns]
Dada,dada [ˈdɑː.dɑː]
dlužník,debtor [ˈdet.ər]
zakázat,disallow [ˌdɪs.əˈlaʊ]
narušit,distort [dɪˈstɔːt]
návrh,draught [drɑːft]
otřes,dreary [ˈdrɪə.ri]
Dropot,dropout [ˈdrɒp.aʊt]
napálit,dupe [dʒuːp]
environmentalista,environmentalist [ɪnˌvaɪ.rnˈmen.təl.ɪst]
chybně,erroneously [ɪˈrəʊ.ni.əs.li]
vypařování,evaporation [ɪˌvæp.əˈreɪ.ʃən]
výše,forego [fɔːˈɡəʊ]
štít,gable [ˈɡeɪ.bəl]
od té doby,henceforth [ˌhensˈfɔːθ]
heterogenní,heterogeneous [ˌhet.ər.əˈdʒiː.ni.əs]
Hilltop,hilltop [ˈhɪl.tɒp]
tulák,hobo [ˈhəʊ.bəʊ]
práce v domácnosti,housework [ˈhaʊs.wɜːk]
shluk,huddle [ˈhʌd.əl]
dovozce,importer [ɪmˈpɔː.tər]
rozhořčení,indignation [ˌɪn.dɪɡˈneɪ.ʃən]
Jive,jive [dʒaɪv]
velmi,keenly [ˈkiːn.li]
děvče,lass [læs]
přestávka,lull [lʌl]
ukolébavka,lullaby [ˈlʌl.ə.baɪ]
makrela,mackerel [ˈmæk.rəl]
metafyzika,metaphysics [ˌmet.əˈfɪz.ɪks]
pečlivě,meticulously [məˈtɪk.jə.ləs.li]
roztoč,mite [maɪt]
momentální,momentary [ˈməʊ.mən.tər.i]
moratorium,moratorium [ˌmɒr.əˈtɔː.ri.əm]
márnice,morgue [mɔːɡ]
násobení,multiplying [ˈmʌl.tɪ.plaɪ]
žvýkat,munch [mʌntʃ]
rodící se,nascent [ˈneɪ.sənt]
neurotický,neurotic [njʊəˈrɒt.ɪk]
Novella,novella [nəʊˈvel.ə]
oktáva,octave [ˈɒk.tɪv]
penalizovat,penalize [ˈpiː.nəl.aɪz]
výsada,prerogative [prɪˈrɒɡ.ə.tɪv]
opatrnost,prudence [ˈpruː.dəns]
Pry,pry [praɪ]
psychoanalýza,psychoanalysis [ˌsaɪ.kəʊ.əˈnæl.ə.sɪs]
záměrně,purposefully [ˈpɜː.pəs.fəl.i]
racionálně,rationally [ˈræʃ.ən.əl.i]
oženit se,remarry [ˌriːˈmær.i]
nápravná opatření,remedial [rɪˈmiː.di.əl]
represivní,repressive [rɪˈpres.ɪv]
vynalézavý,resourceful [rɪˈzɔː.sfəl]
obětní,sacrificial [ˌsæk.rɪˈfɪʃ.əl]
sežehnout,scorch [skɔːtʃ]
písař,scribe [skraɪb]
stříbro,silverware [ˈsɪl.və.weər]
pánev,skillet [ˈskɪl.ɪt]
sliznatý,slimy [ˈslaɪ.mi]
čenich,snout [snaʊt]
Abidit,solicit [səˈlɪs.ɪt]
naplácat na zadek,spank [spæŋk]
přízrak,specter [ˈspek.tər]
Spinner,spinner [ˈspɪn.ər]
státnost,statehood [ˈsteɪt.hʊd]
Storyteller,storyteller [ˈstɔː.riˌtel.ər]
sypat,strew [struː]
kočárek,stroller [ˈstrəʊ.lər]
pahýl,stub [stʌb]
podezřele,suspiciously [səˈspɪʃ.əs.li]
takt,tact [tækt]
taxonomie,taxonomy [tækˈsɒn.ə.mi]
nádech,tinge [tɪndʒ]
neúnavně,tirelessly [ˈtaɪə.ləs.li]
únavné,tiresome [ˈtaɪə.səm]
Tundra,tundra [ˈtʌn.drə]
tunika,tunic [ˈtjuː.nɪk]
nezaměnitelný,unmistakable [ˌʌn.mɪˈsteɪ.kə.bəl]
Nepříjemný,unruly [ʌnˈruː.li]
telecí maso,veal [viːl]
jedovatý,venomous [ˈven.ə.məs]
místokrál,viceroy [ˈvaɪs.rɔɪ]
nositel,wearer [ˈweə.rər]
úmyslné,willful [ˈwɪl.fəl]
abnormálně,abnormally [æbˈnɔː.məl.i]
zdržet se,abstain [æbˈsteɪn]
letadlo,airliner [ˈeəˌlaɪ.nər]
alchymista,alchemist [ˈæl.kə.mɪst]
alegorie,allegory [ˈæl.ə.ɡə.ri]
asimilovat,assimilate [əˈsɪm.ɪ.leɪt]
řepa,beet [biːt]
níže,bellow [ˈbel.əʊ]
kapka,blob [blɒb]
Upřímně,bluntly [ˈblʌnt.li]
Bootleg,bootleg [ˈbuːt.leɡ]
solanka,brine [braɪn]
otrlý,callous [ˈkæl.əs]
kardiologie,cardiology [ˌkɑː.diˈɒl.ə.dʒi]
karikaturista,cartoonist [kɑːˈtuː.nɪst]
kastrol,casserole [ˈkæs.ər.əʊl]
konkurenceschopně,competitively [kəmˈpet.ɪ.tɪv.li]
kontrolor,comptroller [kənˈtrəʊ.lər]
konvenčně,conventionally [kənˈven.ʃən.əl.i]
Coon,coon [kuːn]
kreol,creole [ˈkriː.əʊl]
kóje,cubicle [ˈkjuː.bɪ.kəl]
omezit,curtail [kəˈteɪl]
lahůdka,dainty [ˈdeɪn.ti]
decimovat,decimate [ˈdes.ɪ.meɪt]
vysvobození,deliverance [dɪˈlɪv.ər.əns]
opuštěný,destitute [ˈdes.tɪ.tʃuːt]
šikovnost,dexterity [dekˈster.ə.ti]
ředění,dilution [daɪˈluː.ʃən]
rozptýlit,dissipate [ˈdɪs.ɪ.peɪt]
lékárna,drugstore [ˈdrʌɡ.stɔːr]
ekzém,eczema [ˈek.sɪ.mə]
vyhazování,ejection [iˈdʒek.ʃən]
elektrolyt,electrolyte [ɪˈlek.trə.laɪt]
důrazně,emphatically [emˈfæt.ɪ.kəl.i]
pohltit,engulf [ɪnˈɡʌlf]
exkluzivita,exclusivity [ˌeks.kluːˈsɪv.ə.ti]
kohoutek,faucet [ˈfɔː.sɪt]
podavač,feeder [ˈfiː.dər]
Feisty,feisty [ˈfaɪ.sti]
oporu,foothold [ˈfʊt.həʊld]
opevnění,fortification [ˌfɔː.tɪ.fɪˈkeɪ.ʃən]
bratrský,fraternal [frəˈtɜː.nəl]
příšerný,ghastly [ˈɡɑːst.li]
uspokojit,gratify [ˈɡræt.ɪ.faɪ]
gymnasta,gymnast [ˈdʒɪm.næst]
vlasová linie,hairline [ˈheə.laɪn]
sluchátko,handset [ˈhænd.set]
trýznivé,harrowing [ˈhær.əʊ.ɪŋ]
dědička,heiress [ˈeə.res]
pouzdro,holster [ˈhəʊl.stər]
jezdec,horseman [ˈhɔːs.mən]
humanista,humanist [ˈhjuː.mə.nɪst]
tušení,hunch [hʌntʃ]
neproniknutelný,impenetrable [ɪmˈpen.ɪ.trə.bəl]
nepředstavitelné,inconceivable [ˌɪn.kənˈsiː.və.bəl]
industrializace,industrialization [ɪnˌdʌs.tri.ə.laɪˈzeɪ.ʃən]
porušit,infringe [ɪnˈfrɪndʒ]
