hřeben,comb [koʊm]
výhonek,burgeon [ˈbɝː.dʒən]
kadence,cadence [ˈkeɪ.dəns]
kapitalizace,capitalization [ˌkæp.ə.t̬əl.əˈzeɪ.ʃən]
máselnice,churn [tʃɝːn]
šifra,cipher [ˈsaɪ.fɚ]
klarinet,clarinet [ˌkler.ɪˈnet]
kondenzace,condensation [ˌkɑːn-]
soutok,confluence [ˈkɑːn.fluː.əns]
zácpa,constipation [ˌkɑːn.stəˈpeɪ.ʃən]
poradní,consultative [kənˈsʌl.t̬ə.t̬ɪv]
kontraband,contraband [ˈkɑn·trəˌbænd]
kuchařství,cookery [ˈkʊk.ɚ.i]
kriminálně,criminally [ˈkrɪm.ə.nəl.i]
Custodian,custodian [kʌsˈtoʊ.di.ən]
cysta,cyst [sɪst]
rozhodně,decisively [dɪˈsaɪ.sɪv.li]
degenerace,degeneration [dɪˌdʒen.əˈreɪ.ʃən]
delikvent,delinquent [dɪˈlɪŋ.kwənt]
demokraticky,democratically [ˌdem.əˈkræt̬.ɪ.kəl.i]
deodorant,deodorant [diˈoʊ.dɚ.ənt]
vybuchnout,detonate [ˈdet̬.ən.eɪt]
neschválit,disapprove [ˌdɪs.əˈpruːv]
ubytovna,dormitory [ˈdɔːr.mə.tɔːr.i]
bagrování,dredging [dredʒ]
emigrovat,emigrate [ˈem.ə.ɡreɪt]
lákavé,enticing [ɪnˈtaɪ.sɪŋ]
eradikace,eradication [ɪˌræd.əˈkeɪ.ʃən]
etnicky,ethnically [ˈeθ.nɪ.kəl.i]
řasa,eyelash [ˈaɪ.læʃ]
kočkovitý,feline [ˈfiː.laɪn]
ženskost,femininity [ˌfem.əˈnɪn.ə.t̬i]
nestálý,fickle [ˈfɪk.əl]
figurativní,figurative [ˈfɪɡ.jɚ.ə.tɪv]
noha,footwork [ˈfʊt.wɝːk]
Friughted,fraught [frɑːt]
svěžest,freshness [ˈfreʃ.nəs]
zápas,grapple [ˈɡræp.əl]
zasténání,groan [ɡroʊn]
GRUB,grub [ɡrʌb]
leták,handout [ˈhænd.aʊt]
Hangout,hangout [ˈhæŋ.aʊt]
vztyčit,hoist [hɔɪst]
zlost,huff [hʌf]
skýva,hunk [hʌŋk]
přírůstek,increment [ˈɪŋ.krə.mənt]
industrializovat,industrialize [ɪnˈdʌs.tri.ə.laɪz]
inhalace,inhalation [ˌɪn.həˈleɪ.ʃən]
opojení,intoxication [ɪnˌtɑːk.səˈkeɪ.ʃən]
prostřednost,mediocrity [ˌmiː.diˈɑː.krə.t̬i]
příkop,moat [moʊt]
náustek,mouthpiece [ˈmaʊθ.piːs]
Muck,muck [mʌk]
kalný,murky [ˈmɝː.ki]
Nab,nab [næb]
Novorozenec,neonatal [ˌniː.oʊˈneɪ.t̬əl]
neutralizovat,neutralize [ˈnuː.trə.laɪz]
omen,omen [ˈoʊ.mən]
Ora,ora [ɑːs]
orálně,orally [ˈɔːr.ə.li]
zarostlý,overgrown [ˌoʊ.vɚˈɡroʊn]
lék proti bolesti,painkiller [ˈpeɪnˌkɪl.ɚ]
paleta,pallet [ˈpæl.ɪt]
patriarchát,patriarchy [ˈpeɪ.tri.ɑːr.ki]
pedagogika,pedagogy [ˈped.ə.ɡɑː.dʒi]
perm,perm [pɝːm]
filantrop,philanthropist [fɪˈlæn.θrə.pɪst]
Pinto,pinto [ˈpɪn.toʊ]
prediktor,predictor [prɪˈdɪk.tɚ]
vyznávat,profess [prəˈfes]
čtenářství,readership [ˈriː.dɚ.ʃɪp]
znovu potvrdit,reaffirm [ˌriː.əˈfɝːm]
Vzdejte se,relinquish [rɪˈlɪŋ.kwɪʃ]
rezolutní,resolute [ˈrez.ə.luːt]
udržení,retainer [rɪˈteɪ.nɚ]
významný,salient [ˈseɪ.li.ənt]
schéma,schematic [skiːˈmæt̬.ɪk]
bez skóre,scoreless [ˈskɔːr.ləs]
sazenice,seedling [ˈsiːd.lɪŋ]
cítící,sentient [ˈsen.ʃənt]
separatista,separatist [ˈsep.ɚ.ə.tɪst]
séra,sera [ˈsɪr.ə]
úryvek,snippet [ˈsnɪp.ɪt]
Mluvčí,spokeswoman [ˈspoʊksˌwʊm.ən]
neposkvrněný,spotless [ˈspɑːt.ləs]
zásoba,stockpile [ˈstɑːk.paɪl]
namáhavé,strenuous [ˈstren.ju.əs]
nápadně,strikingly [ˈstraɪ.kɪŋ.li]
příplatek,surcharge [ˈsɝː.tʃɑːrdʒ]
Tarot,tarot [ˈter.oʊ]
teolog,theologian [ˌθiː.əˈloʊ.dʒən]
pulzovat,throb [θrɑːb]
wolfram,tungsten [ˈtʌŋ.stən]
jednostranně,unilaterally [ˌjuː.nəˈlæt̬.ɚ.əl.i]
neúmyslné,unintentional [ˌʌn.ɪnˈten.ʃən.əl]
nevyslovitelné,unspeakable [ʌnˈspiː.kə.bəl]
předčasné,untimely [ʌnˈtaɪm.li]
Kdokoli,whomever [huːˈmev.ɚ]
úžasný,wondrous [ˈwʌn.drəs]
tkanina,woof [wʊf]
Fungable,workable [ˈwɝː.kə.bəl]
vráska,wrinkle [ˈrɪŋ.kəl]
JAK,yak [jæk]
hojně,abundantly [əˈbʌn.dənt.li]
adorace,adoration [ˌæd.əˈreɪ.ʃən]
laskavě,affectionately [əˈfek.ʃən.ət.li]
utrpení,affliction [əˈflɪk.ʃən]
zmiňovat,allude [əˈluːd]
selhat,backfire [ˌbækˈfaɪr]
knihkupectví,bookshop [ˈbʊk.ʃɑːp]
altánek,bower [ˈbaʊ.ɚ]
družička,bridesmaid [ˈbraɪdz.meɪd]
donutit,coerce [koʊˈɝːs]
spiklenec,conspirator [kənˈspɪr.ə.t̬ɚ]
Konspiruje,conspire [kənˈspaɪr]
antikoncepce,contraceptive [ˌkɑːn.trəˈsep.tɪv]
konverzační,conversational [ˌkɑːn.vɚˈseɪ.ʃən.əl]
korozívní,corrosive [kəˈroʊ.sɪv]
kontrapunkt,counterpoint [ˈkaʊn.t̬ɚ.pɔɪnt]
zbabělost,cowardice [ˈkaʊ.ɚ.dɪs]
vykolejit,derail [ˌdiːˈreɪl]
kopr,dill [dɪl]
přestat,discontinue [ˌdɪs.kənˈtɪn.juː]
výdej,dispense [dɪˈspens]
diskvalifikace,disqualification [dɪˌskwɑː.lə.fəˈkeɪ.ʃən]
závrať,dizziness [ˈdɪz.i.nəs]
tajemný,enigmatic [ˌen.ɪɡˈmæt̬.ɪk]
Předpokládat,envisage [ɪnˈvɪz.ɪdʒ]
vážený pan,esquire [ˈe.skwaɪr]
eticky,ethically [ˈeθ.ɪ.kəl.i]
Vydechněte,exhale [eksˈheɪl]
štěpení,fission [ˈfɪʃ.ən]
závan,flurry [ˈflɝː.i]
folio,folio [ˈfoʊ.li.oʊ]
jednouchý,frugal [ˈfruː.ɡəl]
habaděj,galore [ɡəˈlɔːr]
báječný,groovy [ˈɡruː.vi]
rokle,gully [ˈɡʌl.i]
házená,handball [ˈhænd.bɑːl]
únos,hijack [ˈhaɪ.dʒæk]
turista,hiker [ˈhaɪ.kɚ]
požití,ingest [ɪnˈdʒest]
pec,kiln [kɪln]
statkář,landowner [ˈlændˌoʊ.nɚ]
šeřík,lilac [ˈlaɪ.lək]
Limelight,limelight [ˈlaɪm.laɪt]
makaróny,macaroni [ˌmæk.əˈroʊ.ni]
mangan,manganese [ˈmæŋ.ɡə.niːz]
Mantis,mantis [ˈmæn.t̬ɪs]
letní slunovrat,midsummer [ˌmɪdˈsʌm.ɚ]
závažný,momentous [məˈmen.t̬əs]
setmění,nightfall [ˈnaɪt.fɑːl]
notář,notary [ˈnoʊ.t̬ɚ.i]
pozorovatelné,observable [əbˈzɝː.və.bəl]
Outfield,outfield [ˈaʊt.fiːld]
Paddock,paddock [ˈpæd.ək]
Pang,pang [pæŋ]
participary,participatory [pɑːrˈtɪs.ə.pəˌtɔːr.i]
pneumatický,pneumatic [nuːˈmæt̬.ɪk]
Poidony,pointy [ˈpɔɪn.t̬i]
ovesná kaše,porridge [ˈpɔːr.ɪdʒ]
mopslík,pug [pʌɡ]
brk,quill [kwɪl]
Rekonstrukce,refurbishment [ˌriːˈfɝː.bɪʃ.mənt]
proslulost,renown [rɪˈnaʊn]
přeplánovat,reschedule [ˌriːˈskedʒ.uːl]
Líbí se,revel [ˈrev.əl]
Přepracování,rework [ˌriːˈwɝːk]
veslař,rower [ˈroʊ.ɚ]
říje,rut [rʌt]
Salaam,salaam [səˈlɑːm]
obětní beránek,scapegoat [ˈskeɪp.ɡoʊt]
pištění,screech [skriːtʃ]
vylučování,secretion [sɪˈkriː.ʃən]
kolébat se,shamble [ˈʃæm.bəl]
vrak,shipwreck [ˈʃɪp.rek]
chytrý,shrewd [ʃruːd]
pájka,solder [ˈsɑː.dɚ]
živec,spar [spɑːr]
Spire,spire [spaɪr]
chrlí,spout [spaʊt]
puch,stench [stentʃ]
živobytí,subsistence [səbˈsɪs.təns]
podzemní,subterranean [ˌsʌb.təˈreɪ.ni.ən]
sully,sully [ˈsʌl.i]
nadlidský,superhuman [ˌsuː.pɚˈhjuː.mən]
synchronizace,synchronization [ˌsɪŋ.krə.nəˈzeɪ.ʃən]
houževnatost,tenacity [təˈnæs.ə.t̬i]
tolerovatelné,tolerable [ˈtɑː.lɚ.ə.bəl]
přestupek,trespass [ˈtres.pæs]
smoking,tuxedo [tʌkˈsiː.doʊ]
podceňovat,understate [ˌʌn.dɚˈsteɪt]
nevyvinutý,undeveloped [ˌʌn.dɪˈvel.əpt]
nevědomky,unknowingly [ʌnˈnoʊ.ɪŋ.li]
odpojit,unplug [ʌnˈplʌɡ]
nedotknutelný,untouchable [ʌnˈtʌtʃ.ə.bəl]
neopodstatněný,unwarranted [ʌnˈwɔːr.ən.t̬ɪd]
vibrátor,vibrator [ˈvaɪ.breɪ.t̬ɚ]
kvílení,wail [weɪl]
metla,whisk [wɪsk]
účetnictví,accountancy [əˈkaʊn.t̬ən.si]
skutečnost,actuality [ˌæk.tʃuˈæl.ə.t̬i]
alibi,alibi [ˈæl.ɪ.baɪ]
pomazaný,anoint [əˈnɔɪnt]
rafinovaný,astute [əˈstuːt]
dosažitelný,attainable [əˈteɪ.nə.bəl]
BAC,bac [bæk]
balerína,ballerina [ˌbæl.əˈriː.nə]
binokulární,binocular [bɪˈnɑː.kjə.lɚ]
Brazen,brazen [ˈbreɪ.zən]
burleska,burlesque [bɝːˈlesk]
Caster,caster [ˈkæs.tɚ]
příčinná souvislost,causation [kɑːˈzeɪ.ʃən]
vrchol,centerpiece [ˈsen.t̬ɚ.piːs]
chameleón,chameleon [kəˈmiː.li.ən]
Checker,checker [-ɚ]
spona,clasp [klæsp]
nutkání,compulsion [kəmˈpʌl.ʃən]
kónicky,conical [ˈkɑː.nɪ.kəl]
vykouzlit,conjure [ˈkʌn.dʒɚ]
přesvědčivě,convincingly [kənˈvɪn.sɪŋ.li]
hojný,copious [ˈkoʊ.pi.əs]
srdečný,cordial [ˈkɔːr.dʒəl]
upejpavý,coy [kɔɪ]
řemeslné zpracování,craftsmanship [ˈkræfts.mən.ʃɪp]
šílenství,craziness [ˈkreɪ.zi.nəs]
kreativně,creatively [kriˈeɪ.t̬ɪv.li]
krypta,crypt [krɪpt]
Custodial,custodial [kʌsˈtoʊ.di.əl]
opuštěný,derelict [ˈder.ə.lɪkt]
hodnostář,dignitary [ˈdɪɡ.nə.ter.i]
rozptýlit,dispel [dɪˈspel]
disident,dissident [ˈdɪs.ə.dənt]
kapička,droplet [ˈdrɑːp.lət]
EDICT,edict [ˈiː.dɪkt]
Zámažující,egregious [ɪˈɡriː.dʒəs]
pružnost,elasticity [ˌi.læsˈtɪs.ə.t̬i]
Vyvoláte,elicit [iˈlɪs.ɪt]
evangelista,evangelist [ɪˈvæn.dʒə.lɪst]
mimozemšťan,extraterrestrial [ˌek.strə.təˈres.tri.əl]
zloduch,fiend [fiːnd]
rodící se,fledgling [ˈfledʒ.lɪŋ]
křehký,flimsy [ˈflɪm.zi]
FOB,fob [fɑːb]
gambit,gambit [ˈɡæm.bɪt]
záblesk,gleam [ɡliːm]
mřížka,grille [ɡrɪl]
naivní,gullible [ˈɡʌl.ə.bəl]
Haw,haw [hɑː]
krb,hearth [hɑːrθ]
pohan,heathen [ˈhi·ðən]
krvácení,hemorrhage [ˈhem.ɚ.ɪdʒ]
dále,hereafter [ˌhɪrˈæf.tɚ]
hromadění,hoarding [ˈhɔːr.dɪŋ]
horoskop,horoscope [ˈhɔːr.ə.skoʊp]
idealismus,idealism [aɪˈdiː.ə.lɪ.zəm]
improvizace,improvisation [ɪmˌprɑː.vəˈzeɪ.ʃən]
roztrousit,intersperse [ˌɪn.t̬ɚˈspɝːs]
ohrozit,jeopardize [ˈdʒep.ɚ.daɪz]
trhané,jerky [ˈdʒɝː.ki]
Jig,jig [dʒɪɡ]
lexikon,lexicon [ˈlek.sɪ.kɑːn]
livrej,livery [ˈlɪv.ɚ.i]
nakladač,loader [/kəˈlæb.ə.reɪt/]
kopretina,marguerite [ˌmɑːr.ɡəˈriːt]
medailon,medallion [məˈdæl.jən]
metaforický,metaphorical [ˌmet̬.əˈfɔːr.ɪ.kəl]
neshoda,mismatch [ˌmɪsˈmætʃ]
klášterní,monastic [məˈnæs.tɪk]
mot,mot [ˌem.oʊˈtiː]
sekat,mow [moʊ]
sekačka,mower [ˈmoʊ.ɚ]
mnohostranný,multilateral [ˌmʌl.tiˈlæt̬.ɚ.əl]
mutovat,mutate [mjuːˈteɪt]
jmenovec,namesake [ˈneɪm.seɪk]
nominálně,nominally [ˈnɑː.mə.nəl.i]
normativní,normative [ˈnɔːr.mə.t̬ɪv]
objektivnost,objectivity [ˌɑːb.dʒekˈtɪv.ə.t̬i]
ogre,ogre [ˈoʊ.ɡɚ]
přehřát,overheat [ˌoʊ.vɚˈhiːt]
paliativní,palliative [ˈpæl.i.ə.t̬ɪv]
podobenství,parable [ˈper.ə.bəl]
zábava,pastime [ˈpæs.taɪm]
slátanina,patchwork [ˈpætʃ.wɝːk]
otravný,pesky [ˈpes.ki]
Planter,planter [ˈplæn.t̬ɚ]
plenární,plenary [ˈpliː.nər.i]
kořist,plunder [ˈplʌn.dɚ]
listonoš,postman [ˈpoʊst.mən]
pseudonym,pseudonym [ˈsuː.də.nɪm]
očistec,purgatory [ˈpɝː.ɡə.tɔːr.i]
rozumnost,rationality [ˌræʃ.ənˈæl.ə.t̬i]
pokárání,rebuke [rɪˈbjuːk]
vyvrácení,rebuttal [rɪˈbʌt̬.əl]
Chlazení,refrigerate [rɪˈfrɪdʒ.ə.reɪt]
odveta,retaliate [rɪˈtæl.i.eɪt]
havran,rook [rʊk]
probudit,rouse [raʊz]
vzorkovač,sampler [ˈsæm.plɚ]
lešení,scaffold [ˈskæf.foʊld]
Skant,scant [skænt]
školačka,schoolgirl [ˈskuːl.ɡɝːl]
hladce,seamlessly [ˈsiːm.ləs.li]
sedimentární,sedimentary [ˌsed.əˈmen.t̬ɚ.i]
zdání,semblance [ˈsem.bləns]
šejk,sheik [ʃik]
skunk,skunk [skʌŋk]
lenochod,sloth [slɑːθ]
zpomalení,slowdown [ˈsloʊ.daʊn]
pašerák,smuggler [ˈsmʌɡ.lɚ]
Snitch,snitch [snɪtʃ]
pohodlný,snug [snʌɡ]
slunovrat,solstice [ˈsɑːl.stɪs]
řídce,sparsely [ˈspɑːrs.li]
vřeteno,spindle [ˈspɪn.dəl]
spoof,spoof [spuːf]
sportovní,sporty [ˈspɔːr.t̬i]
sterilizace,sterilization [ˌster.ə.ləˈzeɪ.ʃən]
akcionář,stockholder [ˈstɑːkˌhoʊl.dɚ]
Stutting,stuttering [ˈstʌt̬.ɚ.ɪŋ]
dále dělit,subdivide [ˌsʌb.dɪˈvaɪd]
odčítat,subtract [səbˈtrækt]
citlivost,susceptibility [səˌsep.təˈbɪl.ə.i]
syfilis,syphilis [ˈsɪf.əl.ɪs]
taktilní,tactile [ˈtæk.təl]
termostat,thermostat [ˈθɝː.mə.stæt]
brnění,tingling [ˈtɪŋ.ɡəl.ɪŋ]
přečin,tort [ˈtɔːrt]
překročit,transcend [trænˈsend]
chomáč,tuft [tʌft]
podříznout,undercut [ˌʌn.dɚˈkʌt]
zdůraznit,underline [ˌʌn.dɚˈlaɪn]
nepřátelský,unfriendly [ʌnˈfrend.li]
neproduktivní,unproductive [ˌʌn.prəˈdʌk.tɪv]
Vial,vial [vaɪl]
houslista,violinist [ˌvaɪəˈlɪn.ɪst]
odkud,whence [wens]
náladový,whimsical [ˈwɪm.zɪ.kəl]
akordeon,accordion [əˈkɔːr.di.ən]
Aeronautical,aeronautical [ˌer.əˈnɑː.t̬ɪ.kəl]
výživné,alimony [ˈæl.ə.moʊ.ni]
Angelica,angelica [ænˈdʒel.ɪ.kə]
antropologické,anthropological [ˌæn.θrə.pəˈlɑː.dʒɪ.kəl]
úzkostlivě,anxiously [ˈæŋk.ʃəs.li]
obava,apprehension [ˌæp.rəˈhen.ʃən]
artikulace,articulation [ɑːrˌtɪk.jəˈleɪ.ʃən]
útočník,assailant [əˈseɪ.lənt]
smíření,atonement [əˈtoʊn.mənt]
příznivý,auspicious [ɑːˈspɪʃ.əs]
barikáda,barricade [ˈber.əˌkeɪd]
neopodstatněný,baseless [ˈbeɪs.ləs]
životopisec,biographer [baɪˈɑː.ɡrə.fɚ]
chlapectví,boyhood [ˈbɔɪ.hʊd]
plechovka,canister [ˈkæn.ə.stɚ]
chronicky,chronically [ˈkrɑː.nɪ.kəl.i]
soudržnost,coherence [koʊˈhɪr.əns]
stěžovatel,complainant [kəmˈpleɪ.nənt]
složení,compounding [kəmˈpaʊnd]
konotace,connotation [ˌkɑː.nəˈteɪ.ʃən]
souhláska,consonant [ˈkɑːn.sə.nənt]
ukřižování,crucifixion [kruː.səˈfɪk.ʃən]
kurzor,cursor [ˈkɝː.sɚ]
membrána,diaphragm [ˈdaɪ.ə.fræm]
dichotomie,dichotomy [daɪˈkɑː.t̬ə.mi]
zdrobnělina,diminutive [dɪˈmɪn.jə.t̬ɪv]
lékárna,dispensary [dɪˈspen.sɚ.i]
nepochybně,doubtless [ˈdaʊt.ləs]
zmenšovat se,dwindle [ˈdwɪn.dəl]
ozdobit,embellish [ɪmˈbel.ɪʃ]
důrazný,emphatic [emˈfæt̬.ɪk]
zápis,enrolment [ɪnˈroʊl.mənt]
výkřik,exclamation [ˌeks.kləˈmeɪ.ʃən]
kat,executioner [ˌek.səˈkjuː.ʃən.ɚ]
dálnice,expressway [ɪkˈspres.weɪ]
vlákno,filament [ˈfɪl.ə.mənt]
vlámský,flemish [ˈflem.ɪʃ]
foyer,foyer [ˈfɔɪ.ɚ]
freska,fresco [ˈfres.koʊ]
fregata,frigate [ˈfrɪɡ.ət]
trup,fuselage [ˈfjuː.zəl.ɑːʒ]
chůze,gait [ɡeɪt]
genitálie,genitalia [dʒen.ɪˈteɪ.li.ə]
kluzák,glider [ˈɡlaɪ.dɚ]
chodec,goer [ˈɡoʊ.ɚ]
vážně,gravely [ˈɡreɪv.li]
volavka,heron [ˈher.ən]
rozkvět,heyday [ˈheɪ.deɪ]
hospitalizace,hospitalization [ˈhɑː.spɪ.t̬əl.əˈzeɪ.ʃən]
nelogický,illogical [ɪˈlɑː.dʒɪ.kəl]
předat,impart [ɪmˈpɑːrt]
zneschopnit,incapacitate [ˌɪn.kəˈpæs.ə.teɪt]
nesouvislý,incoherent [ˌɪn.koʊˈhɪr.ənt]
mezihra,interlude [ˈɪn.t̬ɚ.luːd]
ozáření,irradiation [iˌreɪ.diˈeɪ.ʃən]
dráždivý,irritable [ˈɪr.ə.t̬ə.bəl]
laminát,laminate [ˈlæm.ən.ət]
Leviatan,leviathan [ləˈvaɪə.θən]
Lis,lis [ˌflɝː.dəˈliːs]
osamělý,lonesome [ˈloʊn.səm]
tahat se,lug [lʌɡ]
vlažný,lukewarm [ˈluːk.wɔːrm]
bederní,lumbar [ˈlʌm.bɚ]
Označení,markup [ˈmɑːrk.ʌp]
špatné řízení,mismanagement [ˌmɪsˈmæn.ɪdʒ.mənt]
strakatý,motley [ˈmɑːt.li]
ústa,mouthed [-maʊðd]
Mussel,mussel [ˈmʌs.əl]
nit,nit [nɪt]
bránit,obstruct [əbˈstrʌkt]
ortopedický,orthopedic [ˌɔːr.θəˈpiː.dɪk]
vyvrženec,outcast [ˈaʊt.kæst]
Pane,pane [peɪn]
předposlední,penultimate [pɪˈnʌl.t̬ə.mət]
máta peprná,peppermint [ˈpep.ɚ.mɪnt]
zbožnost,piety [ˈpaɪə.t̬i]
příjemný,pleasurable [ˈpleʒ.ɚ.ə.bəl]
pluh,plough [plaʊ]
prefekt,prefect [ˈpriː.fekt]
propagovat,propagate [ˈprɑː.pə.ɡeɪt]
Předefinovat,redefine [ˌriː.dɪˈfaɪn]
prominout,remit [rɪˈmɪt]
obnovení,resumption [rɪˈzʌmp.ʃən]
retrográdní,retrograde [ˈret.rə.ɡreɪd]
Sjednocení,reunification [ˌriː.juː.nə.fəˈkeɪ.ʃən]
romanticky,romantically [roʊˈmæn.t̬ɪ.kəl.i]
rutic,rout [raʊt]
Salmonella,salmonella [ˌsæl.məˈnel.ə]
Savoy,savoy [səˌvɔɪ ˈkæb.ɪdʒ]
strašák,scarecrow [ˈsker.kroʊ]
standardizace,standardization [ˌstæn.dɚ.dəˈzeɪ.ʃən]
sláva,stardom [ˈstɑːr.dəm]
Zapařené,steamy [ˈstiː.mi]
zátka,stopper [ˈstɑː.pɚ]
princip,tenet [ˈten.ɪt]
blesk,thunderbolt [ˈθʌn.dɚ.boʊlt]
přepínat,toggle [ˈtɑː.ɡəl]
tónový,tonal [ˈtoʊ.nəl]
totem,totem [ˈtoʊ.t̬əm]
vřed,ulcer [ˈʌl.sɚ]
nezákonně,unlawfully [ʌnˈlɑː.fəl.i]
Odpočiňte si,unwind [ʌnˈwaɪnd]
Nestřídnutí,unwise [ʌnˈwaɪz]
bdělý,watchful [ˈwɑːtʃ.fəl]
nevyzpytatelný,wayward [ˈweɪ.wɚd]
zpracování,workmanship [ˈwɝːk.mən.ʃɪp]
střízlík,wren [ren]
jho,yoke [joʊk]
žalud,acorn [ˈeɪ.kɔːrn]
Ail,ail [eɪl]
nahoře,aloft [əˈlɑːft]
sloučení,amalgamation [əˌmæl.ɡəˈmeɪ.ʃən]
antilopa,antelope [ˈæn.t̬əl.oʊp]
bazilika,basilica [bəˈsɪl.ɪ.kə]
Bedeset,beset [bɪˈset]
jeskyně,cavern [ˈkæv.ɚn]
Channeling,channeling [ˈtʃæn.əl]
rytířství,chivalry [ˈʃɪv.əl.ri]
kokon,cocoon [kəˈkuːn]
přiznání,confessing [kənˈfes]
víra,credence [ˈkriː.dəns]
Dada,dada [ˈdɑː.dɑː]
dlužník,debtor [ˈdet̬.ɚ]
zakázat,disallow [ˌdɪs.əˈlaʊ]
narušit,distort [dɪˈstɔːrt]
návrh,draught [dræft]
otřes,dreary [ˈdrɪr.i]
Dropot,dropout [ˈdrɑːp.aʊt]
napálit,dupe [duːp]
environmentalista,environmentalist [ɪnˌvɑɪ·rənˈmen·təl·ɪst]
chybně,erroneously [əˈroʊ.ni.əs.li]
vypařování,evaporation [ɪˌvæp.əˈreɪ.ʃən]
výše,forego [fɔːrˈɡoʊ]
štít,gable [ˈɡeɪ.bəl]
od té doby,henceforth [ˌhensˈfɔːr.wɚd]
heterogenní,heterogeneous [ˌhet̬.ə.roʊˈdʒiː.ni.əs]
Hilltop,hilltop [ˈhɪl.tɑːp]
tulák,hobo [ˈhoʊ.boʊ]
práce v domácnosti,housework [ˈhaʊs.wɝːk]
shluk,huddle [ˈhʌd.əl]
dovozce,importer [ɪmˈpɔːr.t̬ɚ]
rozhořčení,indignation [ˌɪn.dɪɡˈneɪ.ʃən]
Jive,jive [dʒaɪv]
velmi,keenly [ˈkiːn.li]
děvče,lass [læs]
přestávka,lull [lʌl]
ukolébavka,lullaby [ˈlʌl.ə.baɪ]
makrela,mackerel [ˈmæk.rəl]
metafyzika,metaphysics [ˌmet̬.əˈfɪz.ɪks]
pečlivě,meticulously [məˈtɪk.jə.ləs.li]
roztoč,mite [maɪt]
momentální,momentary [ˈmoʊ.mən.tər.i]
moratorium,moratorium [ˌmɔːr.əˈtɔːr.i.əm]
márnice,morgue [mɔːrɡ]
násobení,multiplying [ˈmʌl.tə.plaɪ]
žvýkat,munch [mʌntʃ]
rodící se,nascent [ˈneɪ.sənt]
neurotický,neurotic [nʊˈrɑː.t̬ɪk]
Novella,novella [noʊˈvel.ə]
oktáva,octave [ˈɑːk.tɪv]
penalizovat,penalize [ˈpiː.nəl.aɪz]
výsada,prerogative [prɪˈrɑː.ɡə.t̬ɪv]
opatrnost,prudence [ˈpruː.dəns]
Pry,pry [praɪ]
psychoanalýza,psychoanalysis [ˌsaɪ.koʊ.əˈnæl.ə.sɪs]
záměrně,purposefully [ˈpɝː.pəs.fəl.i]
racionálně,rationally [ˈræʃ.ən.əl.i]
oženit se,remarry [ˌriːˈmer.i]
nápravná opatření,remedial [rɪˈmiː.di.əl]
represivní,repressive [rɪˈpres.ɪv]
vynalézavý,resourceful [rɪˈsɔːr.sfəl]
obětní,sacrificial [ˌsæk.rəˈfɪʃ.əl]
sežehnout,scorch [skɔːrtʃ]
písař,scribe [skraɪb]
stříbro,silverware [-vɚ.wer]
pánev,skillet [ˈskɪl.ɪt]
sliznatý,slimy [ˈslaɪ.mi]
čenich,snout [snaʊt]
Abidit,solicit [səˈlɪs.ɪt]
naplácat na zadek,spank [spæŋk]
přízrak,specter [ˈspek.tɚ]
Spinner,spinner [ˈspɪn.ɚ]
státnost,statehood [ˈsteɪt.hʊd]
Storyteller,storyteller [ˈstɔːr.iˌtel.ɚ]
sypat,strew [struː]
kočárek,stroller [ˈstroʊ.lɚ]
pahýl,stub [stʌb]
podezřele,suspiciously [səˈspɪʃ.əs.li]
takt,tact [tækt]
taxonomie,taxonomy [tækˈsɑː.nə.mi]
nádech,tinge [tɪndʒ]
neúnavně,tirelessly [ˈtaɪr.ləs.li]
únavné,tiresome [ˈtaɪr.səm]
Tundra,tundra [ˈtʌn.drə]
tunika,tunic [ˈtjuː.nɪk]
nezaměnitelný,unmistakable [ˌʌn.mɪˈsteɪ.kə.bəl]
Nepříjemný,unruly [ʌnˈruː.li]
telecí maso,veal [viːl]
jedovatý,venomous [ˈven.ə.məs]
místokrál,viceroy [ˈvaɪs.rɔɪ]
nositel,wearer [ˈwer.ɚ]
úmyslné,willful [ˈwɪl.fəl]
abnormálně,abnormally [æbˈnɔːr.məl.i]
zdržet se,abstain [æbˈsteɪn]
letadlo,airliner [ˈerˌlaɪ.nɚ]
alchymista,alchemist [ˈæl.kə.mɪst]
alegorie,allegory [ˈæl.ə.ɡɔːr.i]
asimilovat,assimilate [əˈsɪm.ə.leɪt]
řepa,beet [biːt]
níže,bellow [ˈbel.oʊ]
kapka,blob [blɑːb]
Upřímně,bluntly [ˈblʌnt.li]
Bootleg,bootleg [ˈbuːt.leɡ]
solanka,brine [braɪn]
otrlý,callous [ˈkæl.əs]
kardiologie,cardiology [ˌkɑːr.diˈɑː.lə.dʒi]
karikaturista,cartoonist [kɑːrˈtuː.nɪst]
kastrol,casserole [ˈkæs.ə.roʊl]
konkurenceschopně,competitively [kəmˈpet̬.ə.t̬ɪv.li]
kontrolor,comptroller [kənˈtroʊ.lɚ]
konvenčně,conventionally [kənˈven.ʃən.əl.i]
Coon,coon [Výskyt nenalezen]
kreol,creole [ˈkriː.oʊl]
kóje,cubicle [ˈkjuː.bɪ.kəl]
omezit,curtail [kɚˈteɪl]
lahůdka,dainty [ˈdeɪn.t̬i]
decimovat,decimate [ˈdes.ə.meɪt]
vysvobození,deliverance [dɪˈlɪv.ər.əns]
opuštěný,destitute [ˈdes.tə.tuːt]
